0:PR-Place	1:PR-AirportName	2:PR-Latitude	3:PR-Longitude	4:PR-LatitudeDMS	5:PR-LongitudeDMS	6:PR-LatitudeDMS-D	7:PR-LongitudeDMS-D	8:PR-ZipCode5Digit	9:PR-ZipCode5Plus4Digit	10:CT-Street:PR-StreetNumber	10:CT-Street:PR-StreetNumberDirection	10:CT-Street:PR-StreetName	10:CT-Street:PR-StreetType	10:CT-Street:PR-StreetDirection	11:PR-City	11:PR-State-Abbr	12:PR-StateName	13:CT-DistanceMiles:PR-QuantitativeValue	13:CT-DistanceMiles:PR-UnitMiles	14:CT-DistanceMiles:PR-QuantitativeValue
Cat Island	NULL	30.2167	-89.1	30  13  00  N	089  06  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Cat Island	NULL	44.95	-75	44  57  00  N	075  00  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Cedar Point	NULL	30.3	-88.1333	30  18  00  N	088  08  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Channel Port aux Basques	NULL	47.5667	-59.15	47  34  00  N	059  09  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Chenes, Pointe aux	NULL	45.9167	-84.9	45  55  00  N	084  54  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Chenes, Point Aux	NULL	30.3167	-88.4667	30  19  00  N	088  28  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Cheniere Creek	NULL	32.45	-92.1833	32  27  00  N	092  11  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Chiens, Rivière aux	NULL	45.65	-73.7667	45  39  00  N	073  46  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Chilleurs-aux-Bois	NULL	48.0833	2.1333	48  05  00  N	002  08  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Coldwater Creek	NULL	38.6833	-90.3667	38  41  00  N	090  22  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Köln	NULL	50.9333	6.6667	50  56  00  N	006  40  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ablon-sur-Seine	NULL	48.7333	2.4333	48  44  00  N	002  26  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Agrícola Oriental	NULL	19.4	-99.0833	19  24  00  N	099  05  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Acequia del Sur del Cañon	NULL	36.3667	-105.55	36  22  00  N	105  33  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Agusan del Sur	NULL	8.5	125.8333	08  30  00  N	125  50  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ailly-sur-Noye	NULL	49.75	2.3667	49  45  00  N	002  22  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aillant-sur-Tholon	NULL	47.8833	3.35	47  53  00  N	003  21  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ailly-sur-Somme	NULL	49.9167	2.2	49  55  00  N	002  12  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aire-sur-l'Adour	NULL	43.7	-0.25	43  42  00  N	000  15  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aire-sur-la-Lys	NULL	50.6333	2.4	50  38  00  N	002  24  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aisy-sur-Armançon	NULL	47.6667	4.2167	47  40  00  N	004  13  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aisey-sur-Seine	NULL	47.75	4.5833	47  45  00  N	004  35  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ancy-sur-Moselle	NULL	49.05	6.0667	49  03  00  N	006  04  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Annet-sur-Marne	NULL	48.9167	2.7167	48  55  00  N	002  43  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ardenay-sur-Mérize	NULL	48	0.4167	48  00  00  N	000  25  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Arcis-sur-Aube	NULL	48.5333	4.15	48  32  00  N	004  09  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Arcy-sur-Cure	NULL	47.7667	3.75	47  46  00  N	003  45  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argenteuil	NULL	48.95	2.25	48  57  00  N	002  15  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argelès-sur-Mer	NULL	42.55	3.0333	42  33  00  N	003  02  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ardes	NULL	45.4	3.1167	45  24  00  N	003  07  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argenton-sur-Creuse	NULL	46.6	1.5	46  36  00  N	001  30  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argent-sur-Sauldre	NULL	47.55	2.4333	47  33  00  N	002  26  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argenteuil-sur-Armançon	NULL	47.7667	4.1	47  46  00  N	004  06  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Arles	NULL	43.6833	4.6333	43  41  00  N	004  38  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Centro Puntas	NULL	18.3667	-67.2667	18  22  00  N	067  16  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Puntas del Sauce	NULL	-33.85	-57.0167	33  51  00  S	057  01  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Point Arena	NULL	38.9	-123.6833	38  54  00  N	123  41  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Tres Puntas, Cabo	NULL	-47.0833	-65.9167	47  05  00  S	065  55  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Siete Puntas, Río	NULL	-23.5667	-57.3333	23  34  00  S	057  20  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Ciudad Vieja	NULL	14.5167	-90.7667	14  31  00  N	090  46  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Chazumba	NULL	18.2	-97.6667	18  12  00  N	097  40  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Cochran Mountains	NULL	29.9833	-103.4	29  59  00  N	103  24  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Don Santiago Reservoir	NULL	35.7333	-105.1333	35  44  00  N	105  08  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Guatemala	NULL	14.6333	-90.3667	14  38  00  N	090  22  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Guayaquil	NULL	-2.2167	-79.9	02  13  00  S	079  54  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Juxtlahuaca	NULL	17.3333	-98.0167	17  20  00  N	098  01  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Kemp Santiago Spring	NULL	34.95	-107.45	34  57  00  N	107  27  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Morona-Santiago	NULL	-2.5	-78	02  30  00  S	078  00  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MWD Santiago Lateral	NULL	33.8167	-117.7333	33  49  00  N	117  44  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Nine Point Draw	NULL	29.5	-103.5167	29  30  00  N	103  31  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Punta Santiago	NULL	18.1667	-65.75	18  10  00  N	065  45  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	13.75	121.3667	13  45  00  N	121  22  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	9.85	-84.3167	09  51  00  N	084  19  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	16.75	121.5667	16  45  00  N	121  34  00  E	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	19.4167	-70.9167	19  25  00  N	070  55  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	23.5333	-109.7833	23  32  00  N	109  47  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	25.4667	-100.15	25  28  00  N	100  09  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	8.1333	-80.9833	08  08  00  N	080  59  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Santiago	NULL	33.6167	-111.9667	33  37  00  N	111  58  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Buford Dam	NULL	34.15	-84.0667	34  09  00  N	084  04  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Argos	NULL	41.6833	-86.2333	41  41  00  N	086  14  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Berwick	NULL	39.9333	-95.8333	39  56  00  N	095  50  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
East Sidney	NULL	42.3167	-75.2167	42  19  00  N	075  13  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Great Sidney Bog	NULL	44.3833	-69.7833	44  23  00  N	069  47  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
East Sidney Lake	NULL	42.3167	-75.2167	42  19  00  N	075  13  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Mount Sidney	NULL	38.25	-78.95	38  15  00  N	078  57  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Hampden Sydney	NULL	37.2333	-78.45	37  14  00  N	078  27  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Lanier Lake	NULL	35.6333	-83.9667	35  38  00  N	083  58  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sheil	NULL	39.6333	-91.5833	39  38  00  N	091  35  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
North Sidney	NULL	44.4667	-69.6833	44  28  00  N	069  41  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Potterstown	NULL	40.6333	-74.7833	40  38  00  N	074  47  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	48.65	-123.4167	48  39  00  N	123  25  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	31.0667	-88.2333	31  04  00  N	088  14  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	36	-91.65	36  00  00  N	091  39  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	40.3833	-106.8333	40  23  00  N	106  50  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	40.0167	-88.0667	40  01  00  N	088  04  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	41.1	-85.7333	41  06  00  N	085  44  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	40.7333	-95.6333	40  44  00  N	095  38  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	37.6167	-82.35	37  37  00  N	082  21  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	44.4	-69.7167	44  24  00  N	069  43  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	47.7167	-104.15	47  43  00  N	104  09  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	43.25	-85.1167	43  15  00  N	085  07  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	40.35	-92.8167	40  21  00  N	092  49  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sidney	NULL	41.1333	-102.9667	41  08  00  N	102  58  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Alcatraz	NULL	37.8167	-122.4167	37  49  00  N	122  25  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Alejandro Selkirk, Isla	NULL	-33.75	-80.75	33  45  00  S	080  45  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Alexander Island	NULL	-71	-70	71  00  00  S	070  00  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Alhucemas, Peñón de	NULL	35.2167	-3.8833	35  13  00  N	003  53  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Aves, Isla de	NULL	15.7	-63.6333	15  42  00  N	063  38  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Baltra, Isla	NULL	-0.4333	-90.2667	00  26  00  S	090  16  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Barbareta, Isla	NULL	16.4	-86.1333	16  24  00  N	086  08  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Banks Island	NULL	73.25	-121.5	73  15  00  N	121  30  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Beata, Isla	NULL	17.6333	-71.4833	17  38  00  N	071  29  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Benjamín, Isla	NULL	-44.6667	-74.1333	44  40  00  S	074  08  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Belle Isle, Strait of	NULL	51.5	-56.5	51  30  00  N	056  30  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Blanquilla, Isla	NULL	11.85	-64.6167	11  51  00  N	064  37  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Boca Brava, Isla	NULL	8.2167	-82.2667	08  13  00  N	082  16  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Boná, Isla	NULL	8.5667	-79.6	08  34  00  N	079  36  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Brabant Island	NULL	-64.25	-62.3333	64  15  00  S	062  20  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Botija, Isla	NULL	-33.8667	-59.0333	33  52  00  S	059  02  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Caja de Muertos, Isla	NULL	17.8667	-66.5333	17  52  00  N	066  32  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Campana, Isla	NULL	-48.3333	-75.25	48  20  00  S	075  15  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Byron, Isla	NULL	-47.7833	-75.2	47  47  00  S	075  12  00  W	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
WJF	NULL	NULL	NULL	NULL	NULL	N34.74111	W118.21806	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
TSP	NULL	NULL	NULL	NULL	NULL	N35.13528	W118.43972	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
MHV	NULL	NULL	NULL	NULL	NULL	N35.05831	W118.15092	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
L71	NULL	NULL	NULL	NULL	NULL	N35.15192	W118.01395	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
L00	NULL	NULL	NULL	NULL	NULL	N34.87080	W118.20925	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
IYK	NULL	NULL	NULL	NULL	NULL	N35.65883	W117.82950	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	PAO Palo Alto Airport	NULL	NULL	NULL	NULL	N372739.0	W1220654.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Moffett Federal Airfield	NULL	NULL	NULL	NULL	N372420.5	W1220305.1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Chino Airport	NULL	NULL	NULL	NULL	N33,58.921	W117,38.455	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	LAX	NULL	NULL	NULL	NULL	N33,57.148	W118,23.068	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Los Angeles International Airport -- Parking Lot B	NULL	NULL	NULL	NULL	N3356.283	W11822.733	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Control Tower - Los Angeles World Airport  (LAX)	NULL	NULL	NULL	NULL	N3356.644	W11824.230	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Control Tower - Long Beach Airport	NULL	NULL	NULL	NULL	N3348.645	W11809.075	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Oceano Airport,  California	NULL	NULL	NULL	NULL	N3506.241	W12937.493	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Hawthorne Municipal Airport Control Tower	NULL	NULL	NULL	NULL	N3355.415	W11820.210	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Hawthorne Automated Flight Service Station (HHR AFSS)	NULL	NULL	NULL	NULL	N3355.322	W11819.662	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Compton/Woodley Airport  - Los Angeles County	NULL	NULL	NULL	NULL	N3353.322	W11814.335	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Imperial Terminal - LAX	NULL	NULL	NULL	NULL	N3355.914	W11824.349	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Long Beach Municipal Airport Main Terminal Bldg.	NULL	NULL	NULL	NULL	N3349.107	W11808.664	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Camarillo Airport Control Tower	NULL	NULL	NULL	NULL	N3412.610	W11905.404	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Torrance Municipal Airport (Zamperni Field) - Control Tower	NULL	NULL	NULL	NULL	N3348.050	W11820.496	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Van Nuys Airport Tower	NULL	NULL	NULL	NULL	N3412.412	W11829.798	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco International Airport	NULL	NULL	NULL	NULL	N3736.988	W12223.393	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Home of the Boeing 717	NULL	NULL	NULL	NULL	N3349.581	W11808.492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Rental Car Center, SFO	NULL	NULL	NULL	NULL	N3737.797	W12224.085	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco International Airport, Terminal 1	NULL	NULL	NULL	NULL	N3736.898	W12223.137	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco international Airport, Terminal 2	NULL	NULL	NULL	NULL	N3737.007	W12223.074	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco International Airport, Terminal 3	NULL	NULL	NULL	NULL	N3737.061	W12223.149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco International Airport, Terminal A	NULL	NULL	NULL	NULL	N3736.868	W12223.358	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	San Francisco International Airport, Terminal G	NULL	NULL	NULL	NULL	N3737.008	W12223.295	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Sywell Aerodrome	NULL	NULL	NULL	NULL	N5218.124	W0047.246	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	AIRPORT TERMINAL 2	NULL	NULL	NULL	NULL	N474333	E0192625	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	AMS Schiphol	NULL	NULL	NULL	NULL	N05218.53	W00445.77	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	MAD Madrid (Barajas) Airport	NULL	NULL	NULL	NULL	N04027.86	W00334.24	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Malpensa	NULL	NULL	NULL	NULL	n4537.86	e0842.58	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	Arlanda	NULL	NULL	NULL	NULL	N5938.837	E01755.573	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
